Owner,Repo,Description,URL,Language,Stars,Open Issues Count,Created At,Updated At,Size,Has Downloads,YML Count,YML Files
metabase,metabase/metabase,"The simplest, fastest way to get business intelligence and analytics to everyone in your company :yum:",https://github.com/metabase/metabase,Clojure,35850,3580,2015-02-02T19:25:47Z,2024-02-18T18:07:58Z,486138,True,44,"auto-assign.yml, auto-backport.yml, backend.yml, backport-reminder.yml, backport.yml, bugs-triage-slack-notification.yml, build-for-release.yml, build-scripts.yml, check-backport-script.yml, check-milestone.yml, chromatic.yml, clean-cache.yml, cljs.yml, codenotify.yml, codeql.yml, doc-md-links.yml, drivers-stress-test.yml, drivers.yml, e2e-cross-version.yml, e2e-stress-test-flake-fix.yml, e2e-tests.yml, escalation-slack-notification.yml, frontend-unit-test-stress-test-flake-fix.yml, frontend.yml, fuzzing.yml, i18n.yml, migrations.yml, percy-issue-comment.yml, percy-visual-label.yml, pre-release.yml, presto-kerberos-integration-test.yml, pull-request-reminders.yml, release-status.yml, release.yml, require-percy-tests.yml, rerun-workflows.yml, set-announce-url.yml, snowplow.yml, snyk.yml, stale.yml, team-issues-slack-notification.yml, uberjar.yml, whitespace.yml, yaml.yml"
preactjs,preactjs/preact,⚛️ Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,https://github.com/preactjs/preact,JavaScript,35786,247,2015-09-11T02:40:18Z,2024-02-18T17:31:35Z,15377,True,8,"benchmarks.yml, ci.yml, pr-reporter.yml, release.yml, run-bench.yml, saucelabs.yml, single-bench.yml, size.yml"
slatedocs,slatedocs/slate,Beautiful static documentation for your API,https://github.com/slatedocs/slate,SCSS,35733,54,2013-09-13T22:15:24Z,2024-02-18T15:36:27Z,2491,True,4,"build.yml, deploy.yml, dev_deploy.yml, publish.yml"
iina,iina/iina,The modern video player for macOS.,https://github.com/iina/iina,Swift,35729,1716,2016-12-19T07:18:45Z,2024-02-18T15:31:05Z,267853,True,1,ci.yml
pingcap,pingcap/tidb,"TiDB is an open-source, cloud-native, distributed, MySQL-Compatible database for elastic scale and real-time analytics. Try AI-powered Chat2Query free at : https://tidbcloud.com/free-trial",https://github.com/pingcap/tidb,Go,35721,4558,2015-09-06T04:01:52Z,2024-02-18T13:28:26Z,450315,True,2,"integration-test-compile-br.yml, integration-test-dumpling.yml"
ant-design,ant-design/ant-design-pro,👨🏻‍💻👩🏻‍💻 Use Ant Design like a Pro!,https://github.com/ant-design/ant-design-pro,TypeScript,35513,25,2017-08-25T10:40:44Z,2024-02-18T13:53:26Z,14358,True,10,"ci.yml, codeql.yml, coverage.yml, emoji-helper.yml, issue-labeled.yml, issue-open-check.yml, pnpm.yml, preview-build.yml, preview-deploy.yml, preview-start.yml"
pyenv,pyenv/pyenv,Simple Python version management,https://github.com/pyenv/pyenv,Roff,35474,47,2012-08-31T06:57:52Z,2024-02-18T17:58:51Z,4898,True,5,"macos_build.yml, modified_scripts_build.yml, no-response.yml, pyenv_tests.yml, ubuntu_build.yml"
acmesh-official,acmesh-official/acme.sh,A pure Unix shell script implementing ACME client protocol,https://github.com/acmesh-official/acme.sh,Shell,35458,1134,2015-12-26T12:56:33Z,2024-02-18T16:46:24Z,6306,True,17,"DNS.yml, DragonFlyBSD.yml, FreeBSD.yml, Linux.yml, MacOS.yml, NetBSD.yml, Omnios.yml, OpenBSD.yml, PebbleStrict.yml, Solaris.yml, Ubuntu.yml, Windows.yml, dockerhub.yml, issue.yml, pr_dns.yml, pr_notify.yml, shellcheck.yml"
QSCTech,QSCTech/zju-icicles,浙江大学课程攻略共享计划,https://github.com/QSCTech/zju-icicles,HTML,35262,7,2016-06-28T16:17:32Z,2024-02-18T13:44:30Z,4763464,True,1,main.yml
spf13,spf13/cobra,A Commander for modern Go CLI interactions,https://github.com/spf13/cobra,Go,35230,260,2013-09-03T20:40:26Z,2024-02-18T14:35:12Z,1678,True,3,"labeler.yml, size-labeler.yml, test.yml"
lerna,lerna/lerna,":dragon: Lerna is a fast, modern build system for managing and publishing multiple JavaScript/TypeScript packages from the same repository.",https://github.com/lerna/lerna,TypeScript,35218,339,2015-12-04T09:36:55Z,2024-02-18T17:12:01Z,37167,True,3,"ci.yml, other-node-versions.yml, website-deploy.yml"
vlang,vlang/v,"Simple, fast, safe, compiled language for developing maintainable software. Compiles itself in <1s with zero library dependencies. Supports automatic C => V translation. https://vlang.io",https://github.com/vlang/v,V,35205,906,2019-02-08T02:57:06Z,2024-02-18T18:12:17Z,74324,True,33,"add-voting-info.yml, binary_artifact.yml, bootstrapping_works_ci.yml, c2v_ci.yml, cancel.yml, code_ci.yml, cross_ci.yml, debug.yml, docker_alpine.yml, docker_ubuntu.yml, docs_ci.yml, gen_vc_ci.yml, gg_regressions_ci.yml, linux_ci.yml, macos_ci.yml, module_docs_ci.yml, module_docs_lint.yml, native_backend_tests_ci.yml, other_ci.yml, paths_ci.yml, periodic_ci.yml, prebuilt.yml, sanitized_ci.yml, sdl_ci.yml, time_ci.yml, toml_ci.yml, v_apps_and_modules_compile_ci.yml, vab_ci.yml, vinix_ci.yml, vpm_ci.yml, wasm_backend_tests_ci.yml, websockets_ci.yml, windows_ci.yml"
GokuMohandas,GokuMohandas/Made-With-ML,"Learn how to design, develop, deploy and iterate on production-grade ML applications.",https://github.com/GokuMohandas/Made-With-ML,Jupyter Notebook,35123,10,2018-11-05T03:44:27Z,2024-02-18T16:47:42Z,4001,True,3,"documentation.yaml, serve.yaml, workloads.yaml"
open-guides,open-guides/og-aws,📙 Amazon Web Services — a practical guide,https://github.com/open-guides/og-aws,Shell,35107,156,2016-07-13T17:30:16Z,2024-02-18T16:31:05Z,7680,True,1,linkchecker.yml
go-gorm,go-gorm/gorm,"The fantastic ORM library for Golang, aims to be developer friendly",https://github.com/go-gorm/gorm,Go,34814,286,2013-10-25T08:31:38Z,2024-02-18T18:27:36Z,4234,True,6,"invalid_question.yml, labeler.yml, missing_playground.yml, reviewdog.yml, stale.yml, tests.yml"
koajs,koajs/koa,Expressive middleware for node.js using ES2017 async functions,https://github.com/koajs/koa,JavaScript,34681,60,2013-07-20T18:53:45Z,2024-02-18T16:00:55Z,3651,True,1,node.js.yml
sahat,sahat/hackathon-starter,A boilerplate for Node.js web applications,https://github.com/sahat/hackathon-starter,JavaScript,34613,8,2013-11-13T17:24:12Z,2024-02-18T15:39:30Z,13960,True,1,node.js.yml
google,google/leveldb,LevelDB is a fast key-value storage library written at Google that provides an ordered mapping from string keys to string values.,https://github.com/google/leveldb,C++,34562,307,2014-08-27T21:17:52Z,2024-02-18T18:13:03Z,1653,False,1,build.yml
nativefier,nativefier/nativefier,Make any web page a desktop application,https://github.com/nativefier/nativefier,TypeScript,34543,259,2015-07-05T05:56:42Z,2024-02-18T15:47:06Z,6372,True,2,"ci.yml, publish.yml"
airbnb,airbnb/lottie-android,"Render After Effects animations natively on Android and iOS, Web, and React Native",https://github.com/airbnb/lottie-android,Java,34533,21,2016-10-06T22:42:42Z,2024-02-18T15:04:31Z,136457,True,2,"post_snapshot_comment.yml, validate.yml"
koalaman,koalaman/shellcheck,"ShellCheck, a static analysis tool for shell scripts",https://github.com/koalaman/shellcheck,Haskell,34440,960,2012-11-17T03:15:11Z,2024-02-18T10:26:32Z,5567,True,1,build.yml
vim,vim/vim,The official Vim repository,https://github.com/vim/vim,Vim Script,34311,1481,2015-08-18T21:03:56Z,2024-02-18T18:26:56Z,128012,False,4,"ci.yml, codeql-analysis.yml, coverity.yml, label.yml"
alibaba,alibaba/arthas,Alibaba Java Diagnostic Tool Arthas/Alibaba Java诊断利器Arthas,https://github.com/alibaba/arthas,Java,34289,350,2018-08-29T17:15:57Z,2024-02-18T16:45:55Z,48645,True,6,"auto-prettier.yaml, build-async-profiler.yml, build-vmtool.yaml, codeql-analysis.yml, release.yaml, test.yaml"
NervJS,NervJS/taro,开放式跨端跨框架解决方案，支持使用 React/Vue/Nerv 等框架来开发微信/京东/百度/支付宝/字节跳动/ QQ 小程序/H5/React Native 等应用。  https://taro.zone/,https://github.com/NervJS/taro,TypeScript,34289,1180,2018-04-08T09:32:26Z,2024-02-18T13:58:42Z,1496101,True,7,"auto-review.yml, build-rust-binding.yml, build-rust-wasm.yml, dependabot-update-lockfile.yml, nodejs.yml, publish.yml, sync-components-types.yml"
bumptech,bumptech/glide,An image loading and caching library for Android focused on smooth scrolling,https://github.com/bumptech/glide,Java,34218,499,2013-07-08T22:52:33Z,2024-02-18T16:06:35Z,96790,True,3,"build.yml, gradle-wrapper-validation.yml, renovate-config-validation.yml"
dotnet,dotnet/aspnetcore,"ASP.NET Core is a cross-platform .NET framework for building modern cloud-based web applications on Windows, Mac, or Linux.",https://github.com/dotnet/aspnetcore,C#,33710,2985,2014-03-11T06:09:42Z,2024-02-18T14:14:28Z,421244,True,5,"backport.yml, locker.yml, markdownlint.yml, runtime-sync.yml, update-sdk.yml"
zenorocha,zenorocha/clipboard.js,:scissors: Modern copy to clipboard. No Flash. Just 3kb gzipped :clipboard:,https://github.com/zenorocha/clipboard.js,JavaScript,33705,15,2015-09-18T23:04:55Z,2024-02-18T14:04:16Z,3015,True,2,"publish.yml, test.js.yml"
carbon-app,carbon-app/carbon,:black_heart: Create and share beautiful images of your source code,https://github.com/carbon-app/carbon,JavaScript,33693,79,2017-06-16T02:50:28Z,2024-02-18T15:06:55Z,20275,True,1,validate.yml
mitmproxy,mitmproxy/mitmproxy,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.,https://github.com/mitmproxy/mitmproxy,Python,33627,324,2010-02-16T04:10:13Z,2024-02-18T13:47:07Z,61066,True,3,"autofix.yml, main.yml, release.yml"
apache,apache/airflow,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows",https://github.com/apache/airflow,Python,33558,882,2015-04-13T18:04:58Z,2024-02-18T17:46:51Z,259850,True,6,"build-images.yml, ci.yml, codeql-analysis.yml, recheck-old-bug-report.yml, release_dockerhub_image.yml, stale.yml"
openai,openai/gym,A toolkit for developing and comparing reinforcement learning algorithms.,https://github.com/openai/gym,Python,33535,81,2016-04-27T14:59:16Z,2024-02-18T18:02:16Z,7113,True,2,"build.yml, pre-commit.yml"
yuzu-emu,yuzu-emu/yuzu,Nintendo Switch emulator,https://github.com/yuzu-emu/yuzu,C++,33526,1793,2018-01-03T18:13:57Z,2024-02-18T17:25:18Z,100443,True,7,"android-build.yml, android-ea-play-release.yml, android-mainline-play-release.yml, android-publish.yml, ci.yml, codespell.yml, verify.yml"
freeCodeCamp,freeCodeCamp/devdocs,API Documentation Browser,https://github.com/freeCodeCamp/devdocs,Ruby,33474,171,2013-10-24T18:16:07Z,2024-02-18T13:00:11Z,31214,True,3,"build.yml, schedule-doc-report.yml, test.yml"
denysdovhan,denysdovhan/wtfjs,🤪 A list of funny and tricky JavaScript examples,https://github.com/denysdovhan/wtfjs,JavaScript,33447,36,2017-07-14T15:42:12Z,2024-02-18T18:26:26Z,1549,True,2,"release.yml, validate.yml"
jaredpalmer,jaredpalmer/formik,"Build forms in React, without the tears 😭 ",https://github.com/jaredpalmer/formik,TypeScript,33347,811,2017-06-14T19:50:59Z,2024-02-18T14:47:26Z,15545,True,3,"ci.yml, release.yml, stale.yml"
coreybutler,coreybutler/nvm-windows,A node.js version management utility for Windows. Ironically written in Go.,https://github.com/coreybutler/nvm-windows,Go,33344,78,2014-09-20T16:37:28Z,2024-02-18T18:26:27Z,33151,True,2,"bot.yml, winget.yml"
AFNetworking,AFNetworking/AFNetworking,"A delightful networking framework for iOS, macOS, watchOS, and tvOS.",https://github.com/AFNetworking/AFNetworking,Objective-C,33334,103,2011-05-31T21:28:44Z,2024-02-18T08:37:16Z,6129,True,1,ci.yml
date-fns,date-fns/date-fns,⏳ Modern JavaScript date utility library ⌛️,https://github.com/date-fns/date-fns,TypeScript,33296,671,2014-10-06T10:24:22Z,2024-02-18T10:48:04Z,22554,True,7,"attw_tests.yaml, browser_tests.yaml, code_quality.yaml, coverage.yaml, node_tests.yaml, smoke_tests.yaml, tz_tests.yaml"
curl,curl/curl,"A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, POP3, POP3S, RTMP, RTMPS, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features",https://github.com/curl/curl,C,33271,69,2010-03-18T22:32:22Z,2024-02-18T18:14:10Z,83777,False,24,"appveyor-status.yml, awslc.yml, badwords.yml, codeql-analysis.yml, codespell.yml, configure-vs-cmake.yml, distcheck.yml, fuzz.yml, hacktoberfest-accepted.yml, label.yml, linkcheck.yml, linux.yml, linux32.yml, macos.yml, man-examples.yml, ngtcp2-linux.yml, osslq-linux.yml, proselint.yml, quiche-linux.yml, reuse.yml, spellcheck.yml, synopsis.yml, torture.yml, wolfssl.yml"
xitu,xitu/gold-miner,🥇掘金翻译计划，可能是世界最大最好的英译中技术社区，最懂读者和译者的翻译平台：,https://github.com/xitu/gold-miner,Unknown,33173,6,2015-11-04T03:29:13Z,2024-02-18T15:04:29Z,80499,True,3,"generate-catalog.yml, stale.yml, translator-application.yaml"
ClickHouse,ClickHouse/ClickHouse,ClickHouse® is a free analytics DBMS for big data,https://github.com/ClickHouse/ClickHouse,C++,33088,3686,2016-06-02T08:28:18Z,2024-02-18T16:59:51Z,1207541,True,18,"auto_release.yml, backport_branches.yml, cancel.yml, cherry_pick.yml, debug.yml, jepsen.yml, libfuzzer.yml, master.yml, nightly.yml, pull_request.yml, pull_request_approved.yml, release.yml, release_branches.yml, reusable_build.yml, reusable_docker.yml, reusable_simple_job.yml, reusable_test.yml, tags_stable.yml"
aria2,aria2/aria2,"aria2 is a lightweight multi-protocol & multi-source, cross platform download utility operated in command-line. It supports HTTP/HTTPS, FTP, SFTP, BitTorrent and Metalink.",https://github.com/aria2/aria2,C++,32898,1049,2010-11-27T09:41:48Z,2024-02-18T14:46:41Z,31427,True,2,"android.yml, build.yml"
junegunn,junegunn/vim-plug,:hibiscus: Minimalist Vim Plugin Manager,https://github.com/junegunn/vim-plug,Vim Script,32830,134,2013-09-10T14:58:51Z,2024-02-18T18:28:06Z,8812,True,1,test.yml
Blankj,Blankj/AndroidUtilCode,:fire: Android developers should collect the following utils(updating).,https://github.com/Blankj/AndroidUtilCode,Java,32811,291,2016-07-30T18:18:32Z,2024-02-18T16:04:53Z,47327,True,1,android.yml
immutable-js,immutable-js/immutable-js,Immutable persistent data collections for Javascript which increase efficiency and simplicity.,https://github.com/immutable-js/immutable-js,TypeScript,32810,120,2014-07-02T06:02:29Z,2024-02-18T16:10:16Z,60932,True,2,"ci.yml, release.yml"
naptha,naptha/tesseract.js,Pure Javascript OCR for more than 100 Languages 📖🎉🖥,https://github.com/naptha/tesseract.js,JavaScript,32691,23,2015-06-24T02:49:52Z,2024-02-18T17:37:36Z,108552,True,2,"codeql-analysis.yml, node.js.yml"
sorrycc,sorrycc/awesome-javascript,"🐢 A collection of awesome browser-side  JavaScript libraries, resources and shiny things.",https://github.com/sorrycc/awesome-javascript,Unknown,32467,46,2014-07-01T15:59:02Z,2024-02-18T18:24:32Z,902,True,1,validator.yml
Kong,Kong/insomnia,"The open-source, cross-platform API client for GraphQL, REST, WebSockets, SSE and gRPC. With Cloud, Local and Git storage.",https://github.com/Kong/insomnia,JavaScript,32434,654,2016-04-23T03:54:26Z,2024-02-18T17:21:31Z,125347,True,7,"homebrew.yml, release-build.yml, release-publish.yml, release-recurring.yml, release-start.yml, sast.yml, test.yml"
XX-net,XX-net/XX-Net,A proxy tool to bypass GFW.,https://github.com/XX-net/XX-Net,Python,32433,7887,2015-01-15T09:35:51Z,2024-02-18T15:31:39Z,60338,True,2,"lint_python.yml, notify_aur_upgrade.yml"
netty,netty/netty,Netty project - an event-driven asynchronous network application framework,https://github.com/netty/netty,Java,32426,608,2010-11-09T09:22:21Z,2024-02-18T15:08:59Z,87779,True,7,"ci-build.yml, ci-deploy.yml, ci-pr-reports.yml, ci-pr.yml, ci-release-5.yml, ci-release.yml, codeql-analysis.yml"
rapid7,rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,Ruby,32323,434,2011-08-30T06:13:20Z,2024-02-18T17:40:10Z,975699,True,7,"acceptance.yml, docs.yml, labels.yml, lint.yml, schedule-stale.yml, verify.yml, weekly-dependencies-pr.yml"
google,google/googletest,GoogleTest - Google Testing and Mocking Framework,https://github.com/google/googletest,C++,32123,319,2015-07-28T15:07:53Z,2024-02-18T18:05:52Z,13190,False,1,gtest-ci.yml
tmux,tmux/tmux,tmux source code,https://github.com/tmux/tmux,C,32102,53,2015-06-03T23:32:55Z,2024-02-18T17:42:33Z,17180,True,1,lock.yml
shadowsocks,shadowsocks/ShadowsocksX-NG,Next Generation of ShadowsocksX,https://github.com/shadowsocks/ShadowsocksX-NG,Swift,32071,306,2016-06-10T11:49:00Z,2024-02-17T21:00:58Z,50650,True,2,"feature.yml, release.yml"
zxing,zxing/zxing,"ZXing (""Zebra Crossing"") barcode scanning library for Java, Android",https://github.com/zxing/zxing,Java,31997,3,2011-10-12T14:07:27Z,2024-02-18T11:37:04Z,242923,True,3,"codeql-analysis.yml, test_java_17.yml, test_java_8.yml"
docker,docker/compose,Define and run multi-container applications with Docker,https://github.com/docker/compose,Go,31833,215,2013-12-09T11:40:58Z,2024-02-18T18:19:34Z,25393,True,5,"ci.yml, codeql.yml, docs-upstream.yml, merge.yml, scorecards.yml"
jgm,jgm/pandoc,Universal markup converter,https://github.com/jgm/pandoc,Haskell,31593,1081,2010-03-20T20:34:23Z,2024-02-18T17:16:35Z,62826,True,8,"benchmark.yml, ci.yml, commit-validation-pr.yml, commit-validation.yml, docx-validation.yaml, format-validation.yml, nightly.yml, release-candidate.yml"
hankcs,hankcs/HanLP,"Natural Language Processing for the next decade. Tokenization, Part-of-Speech Tagging, Named Entity Recognition, Syntactic & Semantic Dependency Parsing, Document Classification",https://github.com/hankcs/HanLP,Python,31575,12,2014-10-09T06:36:16Z,2024-02-18T17:48:27Z,72755,True,1,unit-tests.yml
xkcoding,xkcoding/spring-boot-demo,🚀一个用来深入学习并实战 Spring Boot 的项目。,https://github.com/xkcoding/spring-boot-demo,Java,31557,127,2017-11-10T06:27:29Z,2024-02-18T15:16:23Z,14194,True,1,maven.yml
